,"Treated P1",,"Treated P2",,"Treated P3",,"Untreated 1",,"Untreated 2",,"Untreated 3"
2255.39,-31.29651,2255.39,-7.48265,2255.39,-6.96191,2255.39,23.48975,2255.39,3.2064,2255.39,-1.31995
2254.02,-34.04092,2254.02,-7.58921,2254.02,-7.89972,2254.02,27.22159,2254.02,5.19062,2254.02,2.10948
2252.65,-34.61782,2252.65,-9.58356,2252.65,-1.8033,2252.65,24.32838,2252.65,-3.89058,2252.65,9.20053
2251.27,-32.61574,2251.27,-7.18254,2251.27,5.0621,2251.27,30.48267,2251.27,-4.95056,2251.27,14.49032
2249.9,-38.24808,2249.9,-8.43997,2249.9,3.73026,2249.9,31.27591,2249.9,-6.15176,2249.9,14.62245
2248.53,-34.92895,2248.53,-8.72299,2248.53,0.71664,2248.53,31.14243,2248.53,-11.21997,2248.53,11.75276
2247.15,-38.37641,2247.15,-10.26267,2247.15,-6.25834,2247.15,34.9541,2247.15,-15.73871,2247.15,13.10219
2245.78,-41.64586,2245.78,0.23969,2245.78,-9.26638,2245.78,29.06786,2245.78,-15.72694,2245.78,15.7657
2244.4,-43.07129,2244.4,3.02283,2244.4,-8.59288,2244.4,42.61651,2244.4,-6.22341,2244.4,15.57777
2243.03,-37.51154,2243.03,0.29807,2243.03,-12.92826,2243.03,40.31176,2243.03,1.036,2243.03,11.63426
2241.65,-32.33024,2241.65,-0.96453,2241.65,-7.79878,2241.65,37.76563,2241.65,0.67471,2241.65,15.26807
2240.27,-40.2805,2240.27,3.06324,2240.27,-9.44045,2240.27,31.36504,2240.27,1.4094,2240.27,13.42497
2238.9,-28.81596,2238.9,5.92997,2238.9,-9.9512,2238.9,31.38689,2238.9,8.80422,2238.9,16.21168
2237.52,-31.56722,2237.52,8.5221,2237.52,-12.93202,2237.52,28.35053,2237.52,19.56552,2237.52,22.04582
2236.15,-32.60905,2236.15,8.60989,2236.15,-12.0155,2236.15,19.34231,2236.15,19.89216,2236.15,15.8218
2234.77,-34.08114,2234.77,9.69471,2234.77,-16.81383,2234.77,14.93315,2234.77,19.81861,2234.77,7.09459
2233.39,-40.74606,2233.39,13.10023,2233.39,-25.36827,2233.39,16.99987,2233.39,21.632,2233.39,10.30897
2232.02,-35.87645,2232.02,14.79483,2232.02,-27.53687,2232.02,17.2396,2232.02,22.18892,2232.02,8.24229
2230.64,-31.18876,2230.64,4.78203,2230.64,-26.88557,2230.64,19.10645,2230.64,18.69137,2230.64,3.31862
2229.26,-27.37907,2229.26,7.18928,2229.26,-27.69551,2229.26,15.4127,2229.26,18.23258,2229.26,-3.80402
2227.88,-27.92041,2227.88,-4.40863,2227.88,-27.42584,2227.88,14.93085,2227.88,8.71525,2227.88,-0.65825
2226.5,-30.04123,2226.5,-4.03925,2226.5,-22.31984,2226.5,11.30447,2226.5,-1.1891,2226.5,-1.69994
2225.13,-33.04076,2225.13,-3.66998,2225.13,-19.37584,2225.13,14.69867,2225.13,-11.2538,2225.13,-4.7814
2223.75,-29.14839,2223.75,-1.18262,2223.75,-23.15574,2223.75,22.96938,2223.75,-9.81854,2223.75,-7.24447
2222.37,-30.42742,2222.37,-2.90249,2222.37,-24.24416,2222.37,19.1252,2222.37,-13.50136,2222.37,-7.71251
2220.99,-27.18739,2220.99,0.89588,2220.99,-19.79,2220.99,22.62788,2220.99,-21.1716,2220.99,-2.64454
2219.61,-34.30464,2219.61,2.22641,2219.61,-22.57763,2219.61,24.85248,2219.61,-24.43982,2219.61,-1.85029
2218.23,-32.51245,2218.23,-0.08752,2218.23,-18.64155,2218.23,24.37741,2218.23,-28.15468,2218.23,-6.23747
2216.85,-31.43489,2216.85,-0.26635,2216.85,-19.38172,2216.85,21.57851,2216.85,-21.55426,2216.85,-8.51699
2215.47,-33.55404,2215.47,-7.65111,2215.47,-20.89719,2215.47,17.86161,2215.47,-19.87972,2215.47,-17.41176
2214.09,-36.83757,2214.09,-7.3171,2214.09,-11.69155,2214.09,18.68735,2214.09,-18.00025,2214.09,-16.48738
2212.71,-34.4326,2212.71,-5.04186,2212.71,-6.48478,2212.71,22.5763,2212.71,-15.77632,2212.71,-18.04356
2211.33,-33.79494,2211.33,-5.05962,2211.33,-14.79258,2211.33,26.62633,2211.33,-11.98357,2211.33,-14.89
2209.95,-37.31008,2209.95,2.35498,2209.95,-16.32718,2209.95,23.55108,2209.95,-11.44576,2209.95,-13.03588
2208.57,-41.72082,2208.57,-1.43106,2208.57,-16.45994,2208.57,18.43064,2208.57,-12.79716,2208.57,-17.44206
2207.18,-44.92203,2207.18,0.62918,2207.18,-18.05255,2207.18,17.46974,2207.18,-9.80328,2207.18,-20.50429
2205.8,-47.31512,2205.8,1.31712,2205.8,-19.56165,2205.8,18.18617,2205.8,-7.98265,2205.8,-18.14567
2204.42,-40.36052,2204.42,-1.02649,2204.42,-14.19171,2204.42,12.20566,2204.42,-11.072,2204.42,-17.00954
2203.04,-43.09088,2203.04,-3.91918,2203.04,-14.99619,2203.04,10.84101,2203.04,-6.86124,2203.04,-18.21061
2201.66,-39.88492,2201.66,-0.4841,2201.66,-18.77947,2201.66,5.33952,2201.66,-3.3225,2201.66,-17.95534
2200.27,-38.51628,2200.27,-1.12499,2200.27,-23.51234,2200.27,7.43273,2200.27,-1.75595,2200.27,-5.81749
2198.89,-34.46414,2198.89,2.87629,2198.89,-32.45019,2198.89,14.48501,2198.89,-0.55923,2198.89,-0.35529
2197.51,-26.98025,2197.51,-2.74522,2197.51,-41.49408,2197.51,21.39046,2197.51,3.94594,2197.51,9.82399
2196.12,-16.80511,2196.12,-1.14066,2196.12,-50.14664,2196.12,28.06156,2196.12,6.39149,2196.12,18.29267
2194.74,-8.13956,2194.74,7.1332,2194.74,-44.16187,2194.74,26.66378,2194.74,9.70769,2194.74,30.55279
2193.36,-5.32733,2193.36,10.78908,2193.36,-38.51457,2193.36,33.25136,2193.36,12.71868,2193.36,40.22683
2191.97,-2.29107,2191.97,5.75566,2191.97,-36.06688,2191.97,33.38175,2191.97,22.52622,2191.97,45.01674
2190.59,5.01529,2190.59,4.8882,2190.59,-28.34724,2190.59,29.40173,2190.59,24.67767,2190.59,43.36635
2189.2,10.11258,2189.2,0.57268,2189.2,-28.89719,2189.2,34.14659,2189.2,25.25281,2189.2,39.43695
2187.82,10.6978,2187.82,0.22842,2187.82,-24.88464,2187.82,36.03975,2187.82,23.39593,2187.82,36.94102
2186.43,17.66816,2186.43,-2.43995,2186.43,-21.42967,2186.43,38.24595,2186.43,22.28727,2186.43,44.5211
2185.05,18.01022,2185.05,-5.27183,2185.05,-25.25002,2185.05,45.40824,2185.05,22.91477,2185.05,42.65154
2183.66,11.3692,2183.66,-5.8181,2183.66,-31.08927,2183.66,45.50197,2183.66,23.00206,2183.66,40.59393
2182.27,10.26261,2182.27,0.43266,2182.27,-27.4054,2182.27,39.98065,2182.27,21.86724,2182.27,38.32903
2180.89,7.32667,2180.89,-0.49118,2180.89,-21.00687,2180.89,28.93353,2180.89,22.58759,2180.89,32.21699
2179.5,4.0422,2179.5,4.29024,2179.5,-16.10802,2179.5,24.52255,2179.5,15.71371,2179.5,31.31442
2178.11,0.03986,2178.11,8.37609,2178.11,-14.81465,2178.11,26.76346,2178.11,12.03466,2178.11,27.3287
2176.73,-9.09592,2176.73,8.17224,2176.73,-11.80552,2176.73,23.86744,2176.73,9.6061,2176.73,25.32316
2175.34,-15.39813,2175.34,8.0076,2175.34,-14.08994,2175.34,24.78694,2175.34,6.51794,2175.34,21.91461
2173.95,-17.73381,2173.95,6.22265,2173.95,-18.64169,2173.95,25.49856,2173.95,3.89161,2173.95,18.92248
2172.57,-16.41428,2172.57,0.70618,2172.57,-23.19258,2172.57,26.88876,2172.57,2.71896,2172.57,16.29589
2171.18,-22.09597,2171.18,-0.44366,2171.18,-26.43808,2171.18,29.29625,2171.18,-3.76256,2171.18,12.43192
2169.79,-18.33084,2169.79,-6.58783,2169.79,-25.95644,2169.79,29.01895,2169.79,-4.60699,2169.79,15.8573
2168.4,-21.6852,2168.4,0.01716,2168.4,-16.3054,2168.4,27.71099,2168.4,-8.44022,2168.4,12.37098
2167.01,-23.3918,2167.01,3.40293,2167.01,-6.15964,2167.01,25.04494,2167.01,-8.81544,2167.01,12.65989
2165.62,-26.31532,2165.62,-5.59658,2165.62,-5.67043,2165.62,22.22791,2165.62,-9.19349,2165.62,17.04242
2164.23,-30.96971,2164.23,-5.24817,2164.23,-5.04589,2164.23,15.15457,2164.23,-7.2522,2164.23,13.97363
2162.84,-29.41207,2162.84,-2.56857,2162.84,-0.29998,2162.84,14.29463,2162.84,-11.6484,2162.84,10.49044
2161.46,-14.92153,2161.46,-11.15749,2161.46,0.10635,2161.46,20.43209,2161.46,-15.26015,2161.46,5.27725
2160.07,-16.81552,2160.07,-10.95264,2160.07,-8.57654,2160.07,14.47494,2160.07,-14.43908,2160.07,10.35915
2158.68,-12.80543,2158.68,-11.32243,2158.68,-11.08606,2158.68,20.83601,2158.68,-11.04467,2158.68,11.61041
2157.28,-15.65781,2157.28,-9.54891,2157.28,-16.05621,2157.28,21.17181,2157.28,-3.82386,2157.28,1.51232
2155.89,-8.89639,2155.89,-4.62325,2155.89,-17.64157,2155.89,17.26037,2155.89,-6.601,2155.89,0.35446
2154.5,-1.93807,2154.5,2.73556,2154.5,-15.09992,2154.5,17.87167,2154.5,-11.60489,2154.5,0.75289
2153.11,3.03707,2153.11,3.87038,2153.11,-17.84936,2153.11,14.91778,2153.11,-13.64103,2153.11,-1.37336
2151.72,-0.1838,2151.72,6.99523,2151.72,-24.97363,2151.72,17.88318,2151.72,-24.20558,2151.72,-2.52277
2150.33,-2.20334,2150.33,3.86325,2150.33,-30.82407,2150.33,19.69894,2150.33,-18.18612,2150.33,-2.66908
2148.94,-8.82381,2148.94,-2.04488,2148.94,-38.4949,2148.94,18.23981,2148.94,-16.63024,2148.94,-1.40529
2147.54,-4.84927,2147.54,-2.0033,2147.54,-36.73795,2147.54,17.61829,2147.54,-16.20055,2147.54,-2.35286
2146.15,-7.66222,2146.15,-4.83616,2146.15,-40.76946,2146.15,15.04863,2146.15,-13.44968,2146.15,-4.26922
2144.76,-8.2259,2144.76,-4.96344,2144.76,-40.34785,2144.76,12.03647,2144.76,-9.36911,2144.76,-4.0276
2143.37,-15.60469,2143.37,3.22967,2143.37,-37.48752,2143.37,12.4645,2143.37,-12.64133,2143.37,-8.24254
2141.97,-16.96049,2141.97,-3.38265,2141.97,-36.49964,2141.97,12.90194,2141.97,-13.62391,2141.97,-5.95705
2140.58,-23.71299,2140.58,-2.7556,2140.58,-26.05871,2140.58,3.16967,2140.58,-16.37785,2140.58,-8.25683
2139.19,-24.81984,2139.19,1.61088,2139.19,-27.76073,2139.19,-5.07199,2139.19,-21.98985,2139.19,-3.71571
2137.79,-31.05619,2137.79,3.27294,2137.79,-32.3933,2137.79,-2.64022,2137.79,-21.361,2137.79,-1.50007
2136.4,-40.09171,2136.4,10.83442,2136.4,-26.45781,2136.4,-2.5436,2136.4,-14.37386,2136.4,2.53418
2135,-33.30239,2135,5.03405,2135,-16.56886,2135,-1.31681,2135,-9.6203,2135,5.42763
2133.61,-24.03825,2133.61,3.65429,2133.61,-8.51336,2133.61,1.24251,2133.61,-4.7873,2133.61,16.418
2132.22,-30.05127,2132.22,1.41127,2132.22,-8.98868,2132.22,2.04762,2132.22,2.05052,2132.22,24.18073
2130.82,-29.08011,2130.82,-0.46912,2130.82,-3.99798,2130.82,5.34161,2130.82,7.42034,2130.82,21.97514
2129.42,-25.58516,2129.42,-6.8619,2129.42,-3.97361,2129.42,8.33822,2129.42,5.30502,2129.42,21.8342
2128.03,-14.64203,2128.03,-9.41484,2128.03,-1.68952,2128.03,12.7597,2128.03,7.0333,2128.03,25.88928
2126.63,-9.58498,2126.63,-12.04408,2126.63,-4.75408,2126.63,16.44883,2126.63,9.71231,2126.63,32.66218
2125.24,-12.40471,2125.24,-10.9247,2125.24,-12.75843,2125.24,18.55043,2125.24,7.67064,2125.24,33.6153
2123.84,-8.26673,2123.84,-11.02317,2123.84,-17.21634,2123.84,24.30421,2123.84,6.40451,2123.84,32.87906
2122.44,-6.1216,2122.44,-9.94939,2122.44,-17.87623,2122.44,26.42039,2122.44,10.87872,2122.44,35.47135
2121.05,-7.12104,2121.05,-8.83526,2121.05,-19.35412,2121.05,27.21797,2121.05,12.279,2121.05,37.08646
2119.65,-5.01041,2119.65,-5.2867,2119.65,-16.08271,2119.65,33.01952,2119.65,14.20866,2119.65,39.3567
2118.25,-9.06977,2118.25,-6.18719,2118.25,-19.36973,2118.25,29.75547,2118.25,14.31568,2118.25,38.69389
2116.86,-11.27598,2116.86,-0.1418,2116.86,-25.23708,2116.86,31.04674,2116.86,12.26969,2116.86,36.89254
2115.46,-15.40121,2115.46,2.74635,2115.46,-28.01312,2115.46,34.66635,2115.46,2.40854,2115.46,32.15718
2114.06,-19.24299,2114.06,1.58809,2114.06,-27.79539,2114.06,26.59965,2114.06,0.78185,2114.06,33.41262
2112.66,-24.14951,2112.66,11.47847,2112.66,-27.07126,2112.66,21.01677,2112.66,-0.41173,2112.66,28.01073
2111.26,-30.25778,2111.26,21.56757,2111.26,-28.97224,2111.26,22.89593,2111.26,-7.45949,2111.26,30.90403
2109.86,-37.57287,2109.86,21.28641,2109.86,-29.38809,2109.86,26.1272,2109.86,-6.29436,2109.86,23.55492
2108.46,-42.27212,2108.46,20.53353,2108.46,-29.4964,2108.46,25.48846,2108.46,-9.04189,2108.46,26.28959
2107.07,-36.48771,2107.07,20.81511,2107.07,-27.47872,2107.07,18.21423,2107.07,-12.21035,2107.07,19.4287
2105.67,-40.38109,2105.67,18.92301,2105.67,-26.0187,2105.67,11.54015,2105.67,-12.33042,2105.67,25.76174
2104.27,-41.83721,2104.27,13.02241,2104.27,-29.86614,2104.27,3.59608,2104.27,-13.51383,2104.27,15.88756
2102.87,-44.13147,2102.87,13.53574,2102.87,-33.21306,2102.87,-6.2816,2102.87,-12.34359,2102.87,8.01474
2101.47,-36.71872,2101.47,14.98019,2101.47,-35.36953,2101.47,-18.42118,2101.47,-14.16435,2101.47,7.79648
2100.07,-32.81868,2100.07,15.68704,2100.07,-36.41039,2100.07,-22.9222,2100.07,-10.81068,2100.07,4.04169
2098.66,-30.14183,2098.66,18.19329,2098.66,-35.38354,2098.66,-20.31012,2098.66,-11.92575,2098.66,-0.74129
2097.26,-31.70775,2097.26,19.39933,2097.26,-35.23275,2097.26,-19.77092,2097.26,-21.93383,2097.26,-10.32517
2095.86,-21.50862,2095.86,13.05428,2095.86,-37.09934,2095.86,-20.80069,2095.86,-21.07758,2095.86,-14.61473
2094.46,-25.01275,2094.46,13.95555,2094.46,-32.82509,2094.46,-20.99045,2094.46,-21.58122,2094.46,-12.72265
2093.06,-20.96308,2093.06,4.88668,2093.06,-36.33798,2093.06,-21.60696,2093.06,-24.54981,2093.06,-10.95166
2091.66,-18.07954,2091.66,2.9521,2091.66,-33.42248,2091.66,-23.83637,2091.66,-23.95751,2091.66,-8.88041
2090.25,-17.75044,2090.25,2.8161,2090.25,-31.81565,2090.25,-28.43318,2090.25,-25.7861,2090.25,-5.90698
2088.85,-15.63463,2088.85,0.86724,2088.85,-39.542,2088.85,-26.60128,2088.85,-27.1681,2088.85,-5.14383
2087.45,-14.925,2087.45,-5.91145,2087.45,-34.27122,2087.45,-23.17219,2087.45,-27.89752,2087.45,-8.70564
2086.05,-18.41562,2086.05,-4.25962,2086.05,-30.13115,2086.05,-26.27393,2086.05,-29.23846,2086.05,-13.1699
2084.64,-22.12424,2084.64,-0.45354,2084.64,-29.63293,2084.64,-20.45535,2084.64,-28.71309,2084.64,-15.37398
2083.24,-25.39272,2083.24,-4.72026,2083.24,-26.74162,2083.24,-16.86308,2083.24,-37.44678,2083.24,-11.81045
2081.84,-22.79949,2081.84,-9.53945,2081.84,-29.98004,2081.84,-11.13318,2081.84,-35.52204,2081.84,-14.7192
2080.43,-24.1324,2080.43,-10.52037,2080.43,-33.8719,2080.43,-6.43222,2080.43,-43.09204,2080.43,-7.95582
2079.03,-23.66747,2079.03,-12.07106,2079.03,-35.50061,2079.03,-11.25665,2079.03,-42.74303,2079.03,-9.83087
2077.62,-33.14766,2077.62,-15.86645,2077.62,-40.91567,2077.62,-11.95366,2077.62,-39.80436,2077.62,-7.92713
2076.22,-33.00607,2076.22,-11.41107,2076.22,-41.40676,2076.22,-10.19665,2076.22,-33.06183,2076.22,-12.95614
2074.81,-28.56616,2074.81,-8.9305,2074.81,-44.08531,2074.81,-12.93072,2074.81,-34.51874,2074.81,-8.34863
2073.41,-23.82222,2073.41,-6.85577,2073.41,-42.86727,2073.41,-13.57348,2073.41,-34.99899,2073.41,-8.22093
2072,-24.60527,2072,-1.62669,2072,-41.81439,2072,-5.01005,2072,-33.28376,2072,-11.38375
2070.6,-25.23667,2070.6,1.88516,2070.6,-37.08181,2070.6,-0.89603,2070.6,-30.416,2070.6,-20.60744
2069.19,-24.5352,2069.19,1.23814,2069.19,-42.94176,2069.19,-2.62084,2069.19,-29.91729,2069.19,-16.5165
2067.78,-22.37962,2067.78,7.25865,2067.78,-46.95203,2067.78,-9.72056,2067.78,-27.79115,2067.78,-18.67231
2066.38,-26.95247,2066.38,10.9415,2066.38,-44.4929,2066.38,-14.12048,2066.38,-27.99589,2066.38,-18.09043
2064.97,-19.75291,2064.97,13.02499,2064.97,-47.46931,2064.97,-16.93028,2064.97,-29.42762,2064.97,-25.98904
2063.56,-20.53263,2063.56,18.79056,2063.56,-41.64638,2063.56,-22.03473,2063.56,-27.94986,2063.56,-26.54692
2062.16,-15.07446,2062.16,15.28872,2062.16,-40.07358,2062.16,-20.90795,2062.16,-32.58771,2062.16,-30.028
2060.75,-15.77987,2060.75,11.73222,2060.75,-37.54515,2060.75,-23.36094,2060.75,-31.20315,2060.75,-31.53364
2059.34,-20.86271,2059.34,12.89754,2059.34,-33.6919,2059.34,-20.23158,2059.34,-33.19166,2059.34,-31.07182
2057.93,-22.53836,2057.93,14.34784,2057.93,-27.41997,2057.93,-20.20566,2057.93,-35.99623,2057.93,-29.44547
2056.52,-19.42684,2056.52,4.09328,2056.52,-24.21647,2056.52,-16.00929,2056.52,-31.38657,2056.52,-26.82789
2055.12,-21.61869,2055.12,-8.02535,2055.12,-21.75014,2055.12,-17.52259,2055.12,-33.03133,2055.12,-22.42969
2053.71,-14.565,2053.71,-6.74352,2053.71,-17.66375,2053.71,-13.43742,2053.71,-32.92542,2053.71,-18.32945
2052.3,-15.16767,2052.3,-11.255,2052.3,-20.9527,2052.3,-11.22773,2052.3,-39.83696,2052.3,-18.76714
2050.89,-13.34977,2050.89,-17.39146,2050.89,-18.5027,2050.89,-13.54156,2050.89,-36.77802,2050.89,-21.11805
2049.48,-9.51883,2049.48,-17.93127,2049.48,-20.12096,2049.48,-9.29623,2049.48,-32.82503,2049.48,-20.61429
2048.07,-1.78905,2048.07,-19.10912,2048.07,-20.22292,2048.07,-8.38221,2048.07,-31.20872,2048.07,-10.28029
2046.66,2.27329,2046.66,-19.08383,2046.66,-17.35017,2046.66,-1.34108,2046.66,-36.2498,2046.66,-5.60248
2045.25,-3.57425,2045.25,-19.38802,2045.25,-17.83038,2045.25,-2.67323,2045.25,-29.94322,2045.25,-4.96368
2043.84,-10.95608,2043.84,-15.24661,2043.84,-17.15161,2043.84,-1.26096,2043.84,-21.03891,2043.84,-0.029
2042.43,-12.73719,2042.43,-14.04698,2042.43,-14.88091,2042.43,1.15343,2042.43,-23.70288,2042.43,4.29887
2041.02,-10.86865,2041.02,-10.7678,2041.02,-25.30498,2041.02,-2.46589,2041.02,-25.60591,2041.02,5.00813
2039.6,-15.44416,2039.6,-2.83002,2039.6,-20.55193,2039.6,-4.1312,2039.6,-22.70565,2039.6,-0.04003
2038.19,-15.54619,2038.19,-1.90022,2038.19,-19.80566,2038.19,-2.09784,2038.19,-23.13183,2038.19,2.49143
2036.78,-13.35802,2036.78,-2.85636,2036.78,-19.0269,2036.78,-4.84209,2036.78,-28.20427,2036.78,2.68353
2035.37,-14.59224,2035.37,-0.96201,2035.37,-11.59059,2035.37,-4.64563,2035.37,-29.89458,2035.37,7.50175
2033.96,-12.7805,2033.96,-1.80652,2033.96,-8.64048,2033.96,-3.13361,2033.96,-31.89456,2033.96,5.93314
2032.54,-16.12079,2032.54,4.75306,2032.54,-11.02998,2032.54,-4.69419,2032.54,-32.75998,2032.54,7.51454
2031.13,-16.21433,2031.13,3.46337,2031.13,-10.38061,2031.13,-1.99574,2031.13,-28.58158,2031.13,10.49208
2029.72,-18.86722,2029.72,-3.09319,2029.72,-9.84413,2029.72,-2.6558,2029.72,-32.76864,2029.72,7.30076
2028.3,-18.8464,2028.3,-8.5848,2028.3,-8.70999,2028.3,0.19957,2028.3,-33.88856,2028.3,6.58303
2026.89,-21.10773,2026.89,-7.41553,2026.89,-7.173,2026.89,0.17019,2026.89,-36.03955,2026.89,7.50123
2025.48,-9.2883,2025.48,-0.99897,2025.48,-7.00621,2025.48,-0.43226,2025.48,-34.5465,2025.48,2.7592
2024.06,-6.95594,2024.06,-1.41056,2024.06,-10.35537,2024.06,-3.12994,2024.06,-31.82026,2024.06,-0.15425
2022.65,2.81594,2022.65,4.77669,2022.65,-8.61733,2022.65,-4.77654,2022.65,-24.06038,2022.65,-6.58892
2021.23,8.66738,2021.23,-0.69024,2021.23,-10.30941,2021.23,1.70102,2021.23,-18.30337,2021.23,-2.82249
2019.82,3.92788,2019.82,-0.046,2019.82,-4.81086,2019.82,-1.84345,2019.82,-14.93036,2019.82,0.40326
2018.4,1.94578,2018.4,-0.79283,2018.4,0.87842,2018.4,5.40385,2018.4,-7.56661,2018.4,-6.96548
2016.99,-0.4197,2016.99,-1.72773,2016.99,-2.47937,2016.99,-1.31258,2016.99,-3.56307,2016.99,-1.19909
2015.57,0.10955,2015.57,2.10616,2015.57,3.20558,2015.57,1.71045,2015.57,4.8421,2015.57,1.26621
2014.16,6.92655,2014.16,7.16195,2014.16,2.12177,2014.16,1.02513,2014.16,4.48022,2014.16,8.38548
2012.74,10.88232,2012.74,8.54961,2012.74,0.44812,2012.74,-1.6153,2012.74,11.0665,2012.74,1.44285
2011.32,13.78025,2011.32,11.7834,2011.32,-0.30817,2011.32,-7.12741,2011.32,16.2993,2011.32,1.40256
2009.91,16.20715,2009.91,7.03787,2009.91,-2.85677,2009.91,-13.01828,2009.91,12.72487,2009.91,7.07248
2008.49,15.52142,2008.49,1.72653,2008.49,-4.1392,2008.49,-18.96552,2008.49,10.27055,2008.49,6.94309
2007.07,15.27746,2007.07,4.48039,2007.07,-5.63649,2007.07,-19.18289,2007.07,5.24847,2007.07,0.70861
2005.66,15.79862,2005.66,-0.71936,2005.66,-9.97566,2005.66,-20.75766,2005.66,-4.65105,2005.66,-1.86691
2004.24,15.43517,2004.24,-5.40732,2004.24,-18.24481,2004.24,-24.2336,2004.24,-11.08457,2004.24,-1.67512
2002.82,14.17195,2002.82,-11.91578,2002.82,-17.49739,2002.82,-26.9561,2002.82,-15.25753,2002.82,2.93718
2001.4,8.43799,2001.4,-13.58195,2001.4,-18.86996,2001.4,-23.21917,2001.4,-27.17943,2001.4,-1.90218
1999.98,9.43458,1999.98,-8.62902,1999.98,-17.94836,1999.98,-21.8672,1999.98,-29.04194,1999.98,-5.71403
1998.57,12.37804,1998.57,-7.52772,1998.57,-18.22349,1998.57,-24.07205,1998.57,-29.57896,1998.57,-5.20356
1997.15,15.47778,1997.15,-4.48157,1997.15,-19.54619,1997.15,-27.62457,1997.15,-27.74918,1997.15,-5.50325
1995.73,11.89389,1995.73,-6.76688,1995.73,-16.90758,1995.73,-31.56063,1995.73,-28.14447,1995.73,-4.51585
1994.31,10.30878,1994.31,-9.37986,1994.31,-21.20262,1994.31,-23.30597,1994.31,-24.12807,1994.31,-10.42903
1992.89,6.45909,1992.89,-15.05863,1992.89,-16.35884,1992.89,-17.19897,1992.89,-22.73983,1992.89,-5.88365
1991.47,-2.47598,1991.47,-4.59072,1991.47,-13.18126,1991.47,-22.39976,1991.47,-16.12179,1991.47,-9.91287
1990.05,-0.93049,1990.05,-2.30413,1990.05,-16.01491,1990.05,-22.05132,1990.05,-11.14949,1990.05,-8.77684
1988.63,1.97017,1988.63,-2.14395,1988.63,-16.74378,1988.63,-24.44425,1988.63,-11.50124,1988.63,-2.08241
1987.21,7.04367,1987.21,-1.01589,1987.21,-13.31336,1987.21,-24.47478,1987.21,-4.16196,1987.21,-0.06572
1985.79,15.2207,1985.79,2.93622,1985.79,-17.87876,1985.79,-21.06139,1985.79,-2.95091,1985.79,3.46742
1984.36,19.75536,1984.36,-0.24724,1984.36,-12.62073,1984.36,-17.41223,1984.36,-2.39929,1984.36,-4.10211
1982.94,16.09856,1982.94,-0.01308,1982.94,-12.68638,1982.94,-17.02892,1982.94,-7.69318,1982.94,-6.07976
1981.52,14.79865,1981.52,-5.9002,1981.52,-9.06506,1981.52,-8.63667,1981.52,-14.67719,1981.52,-6.45203
1980.1,11.99535,1980.1,-4.16059,1980.1,-13.99628,1980.1,-6.42035,1980.1,-18.6086,1980.1,-2.87125
1978.68,10.30251,1978.68,-5.75026,1978.68,-9.99489,1978.68,-7.93555,1978.68,-24.41417,1978.68,-0.77071
1977.25,10.59408,1977.25,-4.53094,1977.25,-8.13138,1977.25,-6.51769,1977.25,-32.70036,1977.25,5.57253
1975.83,9.37928,1975.83,-3.13727,1975.83,-9.66484,1975.83,-3.95333,1975.83,-31.68776,1975.83,4.26608
1974.41,3.37383,1974.41,-1.01406,1974.41,-4.65152,1974.41,0.34963,1974.41,-34.88411,1974.41,7.34622
1972.99,5.98808,1972.99,-2.99238,1972.99,-4.45682,1972.99,7.1276,1972.99,-34.41006,1972.99,-2.85264
1971.56,5.82383,1971.56,-2.36774,1971.56,-3.53545,1971.56,9.83096,1971.56,-33.60335,1971.56,-0.42786
1970.14,7.11281,1970.14,-6.59145,1970.14,-0.37177,1970.14,5.97475,1970.14,-32.82528,1970.14,6.68269
1968.71,0.55744,1968.71,-9.95384,1968.71,-4.1464,1968.71,5.03793,1968.71,-23.43261,1968.71,7.93596
1967.29,0.68803,1967.29,-12.54645,1967.29,-4.76104,1967.29,0.32308,1967.29,-18.6158,1967.29,6.33026
1965.87,-1.98433,1965.87,-9.49982,1965.87,-15.05006,1965.87,3.72299,1965.87,-17.97894,1965.87,1.877
